Start Time,End Time,Facility Code,Participant Code,Status,Reason,Outage (MW),Recovery Time (Minutes),Description,
10/11/2017 5:00,10/11/2017 18:30,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,39,general maintenance,
10/10/2017 12:30,10/10/2017 18:30,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,39,general maintenance,
10/10/2017 5:00,10/10/2017 6:30,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),44.6,39,general maintenance,
9/14/2017 23:00,9/14/2017 23:00,AUXC_WGP,AUXC,Approved,Forced,8.5,,Refinery Steam and Power Imbalance.,
9/15/2017 14:30,9/15/2017 15:00,PJRH_GT11,PJRH,Approved,Forced,18.6,,FO,
9/13/2017 22:30,9/13/2017 22:30,AUXC_WGP,AUXC,Approved,Forced,9.65,,Refinery Steam Power Imbalance.,
9/13/2017 22:00,9/13/2017 22:00,AUXC_WGP,AUXC,Approved,Forced,8.78,,Refinery Steam Power Imbalance.,
9/12/2017 7:00,9/12/2017 7:00,KORL_GT3,KORL,Approved,Forced,26.46,0,FO,
9/12/2017 6:30,9/12/2017 6:30,KORL_GT3,KORL,Approved,Forced,44.1,0,FO,
9/12/2017 6:00,9/12/2017 6:00,KORL_GT3,KORL,Approved,Forced,35.28,,FO,
9/7/2017 16:30,9/7/2017 16:30,AURICON_PNJ_U1,AURICON,Approved,Forced,144.518,,Unit slow to ramp up.,
9/9/2017 15:30,9/9/2017 16:00,TIWEST_COG1,TRMOS,Approved,Forced,30.63,,System Management IT Issues,
9/8/2017 5:00,9/8/2017 5:30,TIWEST_COG1,TRMOS,Approved,Forced,35.39,,Deviation from dispatch,
9/7/2017 9:00,9/7/2017 9:30,TIWEST_COG1,TRMOS,Approved,Forced,30.33,,Deviation from dispatch,
9/25/2017 8:00,9/26/2017 15:30,PJRH_GT11,PJRH,Approved,Scheduled (Planned),118.609,4,Exh Insp,
9/26/2017 8:00,9/30/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
9/26/2017 8:00,9/30/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
9/26/2017 8:00,9/30/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
9/26/2017 8:00,9/30/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
9/19/2017 11:00,9/22/2017 7:30,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),0,2,Governor testing,
9/19/2017 11:00,9/19/2017 11:00,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),342,2,Governor edits and testing,
9/18/2017 11:00,9/22/2017 7:30,BW1_GREENWATERS_G2,GW,Cancelled By Market Participant,Scheduled (Planned),0,2,Governor testing,
9/18/2017 11:00,9/18/2017 11:00,BW1_GREENWATERS_G2,GW,Cancelled By Market Participant,Scheduled (Planned),342,2,Governor edits and testing,
12/8/2017 22:00,12/15/2017 21:30,PMC_AG,PMC,Cancelled By Market Participant,Scheduled (Planned),335,39,Major Annual Outage (B Inspection),
12/1/2017 0:00,12/2/2017 13:30,PMC_AG,PMC,Approved,Scheduled (Planned),335,39,Major Annual Outage (B Inspection),
11/24/2017 22:00,11/30/2017 23:30,PMC_AG,PMC,Approved,Scheduled (Planned),335,39,Major Annual Outage (B Inspection),
9/12/2017 22:30,9/13/2017 6:00,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,0,Enable signal was removed by Western Power. Site cannot operate without enable signal. Will request conversion to consequential.,
9/12/2017 10:30,9/12/2017 15:00,KORL_GT3,KORL,Rejected,Opportunistic Maintenance (Planned),100.1,0,ODOM,
9/4/2017 9:30,9/4/2017 9:30,AURICON_PNJ_U1,AURICON,Approved,Forced,40.796,,Unit slow to ramp up.,
10/9/2017 14:30,10/9/2017 17:00,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,4,DBP Outage- Unit available on Diesel only,
10/12/2017 7:00,10/13/2017 14:30,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,4,DBP Outage- Unit available on Diesel only,
10/23/2017 7:00,10/23/2017 14:30,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,4,DBP Outage- Unit available on Diesel only,
10/11/2017 7:00,10/11/2017 14:30,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,4,DBP Outage- Unit available on Diesel only,
10/10/2017 7:00,10/10/2017 14:30,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,4,DBP Outage- Unit available on Diesel only,
10/9/2017 7:00,10/9/2017 14:30,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,4,DBP Outage- Unit available on Diesel only,
10/9/2017 7:00,10/9/2017 14:30,PJRH_GT11,PJRH,Approved,Scheduled (Planned),0,4,DBP Outage- Unit available on Diesel only,
10/19/2017 7:00,10/19/2017 14:30,PJRH_GT11,PJRH,Approved,Scheduled (Planned),127,4,DBP Outage,
10/18/2017 7:00,10/18/2017 14:30,PJRH_GT11,PJRH,Cancelled By Market Participant,Scheduled (Planned),116,4,DBP Outage,
9/5/2017 14:00,9/5/2017 21:00,COLLGAR_WF1,COLLGAR,Approved,Opportunistic Maintenance (Planned),184,0,Maintenance of Circuit Breakers and works on the 33kV incomer cable - coincided with WP Forced Outage.,
9/6/2017 12:00,9/7/2017 17:00,COLLGAR_WF1,COLLGAR,Approved,Forced,15,,CG 2 - Failed HV termination on Pole N47 - Repair Works,
9/4/2017 7:00,9/7/2017 17:00,COLLGAR_WF1,COLLGAR,Approved,Forced,22,,CG 1 - Failed HV termination on Pole N47,
9/4/2017 7:00,9/4/2017 11:00,COLLGAR_WF1,COLLGAR,Approved,Forced,15,,CG 2 - Failed HV termination on Pole N47,
9/4/2017 7:00,9/4/2017 7:30,COLLGAR_WF1,COLLGAR,Approved,Forced,24,,CG 3 - Bird Strike,
10/9/2017 7:30,10/11/2017 15:30,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),9.9,0,"Western Power Outage. ENAR: 315356 MPI: 235728.
Requested by David Willey",
9/15/2017 8:00,9/26/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
9/15/2017 8:00,9/26/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
9/15/2017 8:00,9/26/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
9/15/2017 8:00,9/26/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
12/8/2017 20:00,12/14/2017 7:30,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),227,48,Pre Summer Outage,
12/1/2017 20:00,12/7/2017 7:30,MELK_G7,MELK,Cancelled By Market Participant,Scheduled (Planned),227,48,Pre Summer Outage,
9/15/2017 20:00,10/24/2017 7:30,MELK_G7,MELK,Approved,Scheduled (Planned),205.9,39,Unit overhaul - Includes dual outage with M5,
9/9/2017 11:00,9/9/2017 11:00,KORL_GT3,KORL,Approved,Forced,16.17,0,FO,
9/9/2017 10:00,9/9/2017 10:00,KORL_GT3,KORL,Approved,Forced,41.16,0,FO,
9/9/2017 10:30,9/9/2017 10:30,KORL_GT3,KORL,Approved,Forced,44.1,0,FO,
9/9/2017 10:00,9/9/2017 10:00,KORL_GT3,KORL,Cancelled By Market Participant,Forced,12.33,0,FO,
9/20/2017 6:00,9/20/2017 17:30,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),190,39,Western Power is carrying Landwehr Terminal Maintenance which will result in unavailability,
9/2/2017 20:30,9/2/2017 20:30,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,4.5,,TES Report - constrained off MW's.,
8/29/2017 6:30,8/29/2017 6:30,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,53.7,,TES Report - constrained off MW's.,
8/29/2017 7:00,8/29/2017 7:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,47.2,,TES Report - constrained off MW's.,
9/8/2017 12:30,9/8/2017 12:30,BW1_GREENWATERS_G2,GW,Approved,Forced,14,,11MVar cap bank fault,
9/8/2017 12:00,9/8/2017 12:00,BW1_GREENWATERS_G2,GW,Approved,Forced,14,,11MVar cap bank fault,
9/5/2017 14:00,9/5/2017 21:30,BW1_GREENWATERS_G2,GW,Approved,Consequential,82,0,"Western Power Enar# 312727
Supply power outage",
9/8/2017 1:30,9/8/2017 5:00,KORL_GT3,KORL,Approved,Forced,40.1,0,FO,
9/8/2017 1:00,9/8/2017 1:00,KORL_GT3,KORL,Approved,Forced,32.08,,FO,
9/7/2017 15:00,9/7/2017 15:00,KORL_GT3,KORL,Approved,Forced,100.1,4,FO,
9/2/2017 13:00,9/2/2017 13:00,PMC_AG,PMC,Approved,Forced,195.962,0,Operational issues caused real time forced outage.,
9/2/2017 12:30,9/2/2017 12:30,PMC_AG,PMC,Approved,Forced,210.065,0,Operational issues caused real time forced outage.,
8/28/2017 16:00,8/28/2017 16:00,AURICON_PNJ_U1,AURICON,Approved,Forced,69.533,0,Deviation during ramp up from outage,
8/28/2017 15:30,8/28/2017 15:30,AURICON_PNJ_U1,AURICON,Approved,Forced,75.922,0,Deviation during ramp up from outage,
8/28/2017 15:00,8/28/2017 15:00,AURICON_PNJ_U1,AURICON,Approved,Forced,119.452,0,Deviation during ramp up from outage,
8/28/2017 14:30,8/28/2017 14:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Return to service from outage delayed,
8/28/2017 14:00,8/28/2017 14:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Return to service from outage delayed,
8/28/2017 13:30,8/28/2017 13:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Return to service from outage delayed,
8/28/2017 13:00,8/28/2017 13:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Return to service from outage delayed,
8/28/2017 12:30,8/28/2017 12:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Return to service from outage delayed,
8/28/2017 12:00,8/28/2017 12:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Return to service from outage delayed,
8/28/2017 11:30,8/28/2017 11:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Return to service from outage delayed,
8/28/2017 11:00,8/28/2017 11:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Return to service from outage delayed,
8/28/2017 10:30,8/28/2017 10:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Return to service from outage delayed,
8/28/2017 10:00,8/28/2017 10:00,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Return to service from outage delayed,
8/28/2017 9:30,8/28/2017 9:30,AURICON_PNJ_U1,AURICON,Approved,Forced,143,0,Return to service from outage delayed,
9/1/2017 22:00,9/1/2017 22:30,TIWEST_COG1,TRMOS,Approved,Forced,31.44,,Deviation from dispatch,
8/31/2017 10:00,8/31/2017 10:30,TIWEST_COG1,TRMOS,Approved,Forced,35.36,,Deviation from dispatch,
8/30/2017 8:30,8/30/2017 9:00,TIWEST_COG1,TRMOS,Approved,Forced,28.54,,Deviation from dispatch,
8/31/2017 4:30,8/31/2017 4:30,AURICON_PNJ_U1,AURICON,Approved,Forced,9.032,0,PNJ U1 max output reduced due to ambient conditions.,
9/1/2017 17:30,9/1/2017 17:30,PJRH_GT11,PJRH,Approved,Forced,69.6,0,FO,
9/4/2017 13:00,9/4/2017 13:00,PJRH_GT11,PJRH,Approved,Forced,58,0,FO,
9/3/2017 17:30,9/4/2017 12:30,PJRH_GT11,PJRH,Approved,Forced,116,0,FO,
9/2/2017 18:00,9/2/2017 18:00,PJRH_GT11,PJRH,Approved,Forced,85.066,0,FO,
9/2/2017 18:00,9/2/2017 18:00,PJRH_GT11,PJRH,Cancelled By Market Participant,Forced,116,0,FO,
10/7/2017 17:30,12/7/2017 17:30,COLLGAR_WF1,COLLGAR,Approved,Scheduled (Planned),243.956,39,Steam turbine and gas turbine outage,
9/7/2017 10:00,9/7/2017 13:30,KORL_GT3,KORL,Approved,Opportunistic Maintenance (Planned),100.1,4,DAOM,
9/8/2017 8:00,9/15/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
9/8/2017 8:00,9/15/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
9/8/2017 8:00,9/15/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
9/8/2017 8:00,9/15/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
10/26/2017 8:00,10/27/2017 11:30,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),143,12,Energy Safe WA - Gas Inspector - Isolation Valves.,
10/26/2017 7:00,10/27/2017 21:30,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),143,12,Energy Safe WA - Gas Inspector - Isolation Valves.,
9/6/2017 19:00,9/22/2017 16:00,MELK_G7,MELK,Approved,Forced,73.238,0,Partial forced outage - Unit load restricted to 270MW.,
9/7/2017 22:00,9/22/2017 16:00,MELK_G7,MELK,Approved,Scheduled (Planned),270,20,Full outage for boiler inspection and maintenance,
9/2/2017 4:30,9/2/2017 4:30,AUXC_WGP,AUXC,Approved,Forced,16.16,,Boiler #1 Trip.,
9/2/2017 4:00,9/2/2017 4:00,AUXC_WGP,AUXC,Approved,Forced,19.87,,Boiler #1 Trip.,
9/2/2017 3:30,9/2/2017 3:30,AUXC_WGP,AUXC,Approved,Forced,21,,Boiler #1 Trip.,
9/3/2017 13:30,9/3/2017 14:00,BW1_GREENWATERS_G2,GW,Approved,Forced,16,,Derailed box cart,
8/25/2017 18:30,8/26/2017 3:00,MELK_G7,MELK,Approved,Forced,343.238,0,forced outage due to unit trip,
8/25/2017 18:00,8/25/2017 18:00,MELK_G7,MELK,Approved,Forced,157.385,,Pro rata forced outage due to unit trip,
9/2/2017 3:00,9/2/2017 3:00,AUXC_WGP,AUXC,Approved,Forced,21.78,,Boiler #1 Trip.,
9/2/2017 2:30,9/2/2017 2:30,AUXC_WGP,AUXC,Approved,Forced,23.92,,Boiler #1 Trip.,
9/2/2017 2:00,9/2/2017 2:00,AUXC_WGP,AUXC,Approved,Forced,22.87,,Boiler #1 Trip.,
9/2/2017 1:00,9/2/2017 1:30,AUXC_WGP,AUXC,Approved,Forced,26,,Boiler #1 Trip.,
9/2/2017 0:30,9/2/2017 0:30,AUXC_WGP,AUXC,Approved,Forced,22.78,,Boiler #1 Trip.,
8/26/2017 17:30,8/26/2017 17:30,AURICON_PNJ_U1,AURICON,Approved,Forced,81.821,,Unit slow to ramp down before outage.,
8/26/2017 19:00,9/6/2017 18:30,MELK_G7,MELK,Approved,Forced,73.238,0,Partial forced outage - Unit load restricted to 270MW.,
8/26/2017 18:30,8/26/2017 18:30,MELK_G7,MELK,Approved,Forced,19.53,,Pro-rata partial forced outage - Unit load restricted to 270MW from 18:52.,
8/29/2017 2:00,8/29/2017 2:30,BW1_GREENWATERS_G2,GW,Approved,Forced,41,, Gt2 Fire panel fault,
8/31/2017 12:00,9/8/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
8/31/2017 12:00,9/8/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
8/31/2017 12:00,9/8/2017 7:30,MELK_G7,MELK,Approved,Forced,55,0,Safety Issues,
8/31/2017 12:00,9/8/2017 7:30,MELK_G7,MELK,Approved,Forced,55,,Safety Issues,
8/31/2017 8:00,8/31/2017 9:30,MELK_G7,MELK,Approved,Forced,211,0,Boiler Repairs,
8/23/2017 18:00,8/23/2017 18:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,6.7,,TES Report - constrained off MW's.,
8/27/2017 18:00,8/27/2017 20:30,MELK_G7,MELK,Approved,Forced,5,0,ID fan capacity,
8/28/2017 7:30,8/28/2017 7:30,MELK_G7,MELK,Approved,Forced,4,0,PA fan capacity,
8/21/2017 15:00,8/21/2017 15:30,TIWEST_COG1,TRMOS,Approved,Forced,35.07,,Deviation from dispatch,
9/1/2017 8:00,9/2/2017 7:30,MELK_G7,MELK,Approved,Opportunistic Maintenance (Planned),7,12,Load Derate,
9/2/2017 8:00,9/8/2017 8:00,MELK_G7,MELK,Approved,Scheduled (Planned),7,12,Load Derate,
8/29/2017 15:30,8/29/2017 15:30,AUXC_WGP,AUXC,Approved,Forced,9.24,,Software upgrade of GT,
8/29/2017 10:30,8/29/2017 15:00,AUXC_WGP,AUXC,Approved,Forced,26,,Software upgrade of GT,
8/26/2017 18:00,8/26/2017 21:00,MELK_G7,MELK,Approved,Forced,9,0,Boiler capacity,
8/25/2017 7:00,8/25/2017 7:00,MELK_G7,MELK,Approved,Forced,5,0,Boiler capacity,
8/26/2017 20:00,8/26/2017 21:00,MELK_G7,MELK,Approved,Forced,11,0,PA fan capacity,
8/26/2017 18:00,8/26/2017 19:30,MELK_G7,MELK,Approved,Forced,20,0,PA fan capacity,
8/25/2017 18:00,8/25/2017 21:30,MELK_G7,MELK,Approved,Forced,19,0,PA fan capacity,
8/25/2017 7:00,8/25/2017 7:00,MELK_G7,MELK,Approved,Forced,6,0,PA fan capacity,
8/24/2017 18:00,8/24/2017 19:30,MELK_G7,MELK,Approved,Forced,6,0,PA fan capacity,
8/24/2017 7:00,8/24/2017 7:00,MELK_G7,MELK,Approved,Forced,3,0,PA fan capacity,
8/26/2017 18:00,8/26/2017 21:00,MELK_G7,MELK,Approved,Forced,11,0,ID fan capacity,
8/20/2017 18:30,8/20/2017 21:30,MELK_G7,MELK,Approved,Forced,5,0,ID fan capacity,
8/19/2017 20:00,8/19/2017 20:00,MELK_G7,MELK,Approved,Forced,12,0,ID fan capacity,
8/18/2017 20:00,8/18/2017 21:30,MELK_G7,MELK,Approved,Forced,12,0,ID fan capacity,
9/1/2017 8:00,9/16/2017 7:30,MELK_G7,MELK,Rejected,Scheduled (Planned),55,36,Unit Outage,
9/1/2017 8:00,9/16/2017 7:30,MELK_G7,MELK,Rejected,Scheduled (Planned),55,36,Unit Outage,
9/1/2017 8:00,9/16/2017 7:30,MELK_G7,MELK,Rejected,Scheduled (Planned),55,36,Unit Outage,
9/1/2017 8:00,9/16/2017 7:30,MELK_G7,MELK,Rejected,Scheduled (Planned),55,36,Unit Outage,
8/29/2017 17:00,8/31/2017 7:30,MELK_G7,MELK,Approved,Forced,11,0,Boiler Repairs,
8/29/2017 8:30,8/29/2017 8:30,AUXC_WGP,AUXC,Approved,Forced,26,,Shutdown for software upgrade,
8/29/2017 20:00,8/29/2017 20:00,AUXC_WGP,AUXC,Approved,Forced,8.47,,Commission GT after software upgrade,
9/4/2017 8:00,9/5/2017 15:30,PJRH_GT11,PJRH,Approved,Scheduled (Planned),127,4,Exh Insp,
8/29/2017 12:30,8/29/2017 14:00,MWF_MUMBIDA_WF1,MCG,Approved,Forced,55,,FO,
8/24/2017 8:00,8/24/2017 13:30,MWF_MUMBIDA_WF1,MCG,Approved,Forced,55,,FO,
8/29/2017 9:30,8/29/2017 9:30,PJRH_GT11,PJRH,Approved,Forced,105.833,0,FO,
8/23/2017 12:00,8/23/2017 15:30,MWF_MUMBIDA_WF1,MCG,Approved,Forced,40,,FO,
8/29/2017 0:00,8/29/2017 9:00,PJRH_GT11,PJRH,Approved,Forced,127,,FO,
8/22/2017 10:30,8/23/2017 11:00,MWF_MUMBIDA_WF1,MCG,Approved,Forced,40,,FO,
8/21/2017 18:00,8/22/2017 10:00,MWF_MUMBIDA_WF1,MCG,Approved,Forced,52.5,,FO,
8/21/2017 12:30,8/21/2017 17:30,MWF_MUMBIDA_WF1,MCG,Approved,Forced,55,,FO,
8/21/2017 12:00,8/21/2017 12:00,MWF_MUMBIDA_WF1,MCG,Approved,Forced,27.5,,FO,
8/22/2017 12:00,8/22/2017 12:00,MWF_MUMBIDA_WF1,MCG,Cancelled By Market Participant,Forced,27.5,0,FO,
8/29/2017 4:00,8/31/2017 7:30,MELK_G7,MELK,Approved,Forced,200,,Boiler Repairs,
8/17/2017 9:00,8/17/2017 17:30,COLLGAR_WF1,COLLGAR,Approved,Opportunistic Maintenance (Planned),206,0,Upgrade of Collgar PPC Software,
8/17/2017 17:30,8/17/2017 21:30,AURICON_PNJ_U1,AURICON,Approved,Forced,190,0,Operational issues caused real time forced outage.,
8/17/2017 17:00,8/17/2017 17:00,AURICON_PNJ_U1,AURICON,Approved,Forced,172.405,0,Operational issues caused real time forced outage.,
9/27/2017 8:00,9/29/2017 16:30,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),156,10,PD testing,
10/3/2017 8:00,10/4/2017 15:30,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),156,10,PD testing,
8/24/2017 9:30,8/24/2017 15:00,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),38.293,0,ODOM,
8/19/2017 9:30,8/19/2017 9:30,BW1_GREENWATERS_G2,GW,Approved,Forced,31.957,0,Operational Issues caused real time forced outage.,
8/19/2017 8:30,8/19/2017 9:00,BW1_GREENWATERS_G2,GW,Approved,Forced,27.073,0,Operational Issues caused real time forced outage.,
8/19/2017 8:00,8/19/2017 8:00,BW1_GREENWATERS_G2,GW,Approved,Forced,34.305,0,Operational Issues caused real time forced outage.,
8/19/2017 7:00,8/19/2017 7:30,BW1_GREENWATERS_G2,GW,Approved,Forced,30.479,0,Operational Issues caused real time forced outage.,
8/19/2017 3:30,8/19/2017 3:30,BW1_GREENWATERS_G2,GW,Approved,Forced,27.593,0,Operational Issues caused real time forced outage.,
8/19/2017 1:00,8/19/2017 1:00,BW1_GREENWATERS_G2,GW,Approved,Forced,26.879,0,Operational Issues caused real time forced outage.,
8/18/2017 22:30,8/18/2017 22:30,BW1_GREENWATERS_G2,GW,Approved,Forced,30.281,0,Operational Issues caused real time forced outage.,
8/18/2017 21:00,8/18/2017 21:00,BW1_GREENWATERS_G2,GW,Approved,Forced,29.049,0,Operational Issues caused real time forced outage.,
8/18/2017 20:00,8/18/2017 20:00,BW1_GREENWATERS_G2,GW,Approved,Forced,26.646,0,Operational Issues caused real time forced outage.,
8/18/2017 7:30,8/18/2017 7:30,BW1_GREENWATERS_G2,GW,Approved,Forced,28.95,0,Operational Issues caused real time forced outage.,
8/18/2017 6:30,8/18/2017 7:00,BW1_GREENWATERS_G2,GW,Approved,Forced,36.036,0,Operational Issues caused real time forced outage.,
8/18/2017 6:00,8/18/2017 6:00,BW1_GREENWATERS_G2,GW,Approved,Forced,32.761,0,Operational Issues caused real time forced outage.,
8/18/2017 5:30,8/18/2017 5:30,BW1_GREENWATERS_G2,GW,Approved,Forced,34.025,0,Operational Issues caused real time forced outage.,
8/18/2017 4:30,8/18/2017 5:00,BW1_GREENWATERS_G2,GW,Approved,Forced,32.561,0,Operational Issues caused real time forced outage.,
8/18/2017 3:00,8/18/2017 3:00,BW1_GREENWATERS_G2,GW,Approved,Forced,32.085,0,Operational Issues caused real time forced outage.,
8/17/2017 16:30,8/17/2017 16:30,AURICON_PNJ_U1,AURICON,Approved,Forced,162.073,,Operational issues caused unit trip.,
8/24/2017 9:30,8/24/2017 12:00,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),0,0,Unit available on Diesel,
8/15/2017 16:00,8/15/2017 16:00,BW1_GREENWATERS_G2,GW,Approved,Forced,63.316,0,Operational Issues caused real time forced outage.,
8/15/2017 15:30,8/15/2017 15:30,BW1_GREENWATERS_G2,GW,Approved,Forced,116.427,0,Operational Issues caused real time forced outage.,
8/15/2017 15:00,8/15/2017 15:00,BW1_GREENWATERS_G2,GW,Approved,Forced,43,0,Operational Issues caused real time forced outage.,
8/15/2017 14:30,8/15/2017 14:30,BW1_GREENWATERS_G2,GW,Approved,Forced,48.638,0,Operational Issues caused real time forced outage.,
8/19/2017 17:00,8/19/2017 17:30,TIWEST_COG1,TRMOS,Approved,Forced,32.71,,Deviation from dispatch,
8/17/2017 11:30,8/17/2017 12:00,TIWEST_COG1,TRMOS,Approved,Forced,34.61,,Deviation from dispatch,
8/14/2017 10:00,8/14/2017 10:30,TIWEST_COG1,TRMOS,Approved,Forced,36.09,,Deviation from dispatch,
8/14/2017 9:00,8/14/2017 9:30,TIWEST_COG1,TRMOS,Approved,Forced,31.47,,Deviation from dispatch,
8/18/2017 18:00,8/18/2017 18:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,6.5,,TES Report - constrained off MW's.,
8/18/2017 17:30,8/18/2017 17:30,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,6,,TES Report - constrained off MW's.,
8/16/2017 20:00,8/16/2017 20:00,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,6,,TES Report - constrained off MW's.,
8/23/2017 9:30,8/23/2017 13:30,KORL_GT3,KORL,Approved,Opportunistic Maintenance (Planned),21,0,ODOM,
8/15/2017 17:30,8/15/2017 21:30,MELK_G7,MELK,Approved,Forced,7,0,ID fan capacity,
8/15/2017 8:00,8/15/2017 8:00,MELK_G7,MELK,Approved,Forced,7,0,ID fan capacity,
8/14/2017 18:00,8/14/2017 21:00,MELK_G7,MELK,Approved,Forced,7,0,ID fan capacity,
8/11/2017 17:30,8/11/2017 19:30,MELK_G7,MELK,Approved,Forced,4,0,West Boiler feed pump Outage,
8/14/2017 8:00,8/14/2017 8:30,MELK_G7,MELK,Approved,Forced,5,0,ID fan capacity,
8/15/2017 8:00,8/15/2017 8:00,MELK_G7,MELK,Approved,Forced,9,0,Centre CW pump outage,
8/14/2017 17:00,8/14/2017 21:00,MELK_G7,MELK,Approved,Forced,4,0,Centre CW pump outage,
8/14/2017 9:00,8/14/2017 10:30,MELK_G7,MELK,Approved,Forced,4,0,Centre CW pump outage,
8/10/2017 16:30,8/29/2017 16:30,MELK_G7,MELK,Approved,Forced,11,0,Centre CW pump outage,
8/8/2017 19:00,8/8/2017 19:30,MELK_G7,MELK,Approved,Forced,4,0,North Boiler feed pump oil leak,
11/20/2017 0:00,11/28/2017 6:30,TIWEST_COG1,TRMOS,Approved,Scheduled (Planned),42.1,24,Annual plus Generator Rotor Changeout,
8/25/2017 17:30,9/22/2017 17:00,MELK_G7,MELK,Approved,Scheduled (Planned),7,12,Load Derate,
8/24/2017 8:00,8/24/2017 15:30,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),9.9,0,Maintenance,
9/14/2017 5:00,9/14/2017 22:30,STHRNCRS_EG,STHRNCRS,Approved,Scheduled (Planned),23,3,WMK OOS For Compressor Wash,
9/12/2017 5:00,9/12/2017 16:30,STHRNCRS_EG,STHRNCRS,Approved,Scheduled (Planned),23,3,WMS OOS For Compressor Wash,
9/14/2017 5:00,9/14/2017 22:30,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),0.1,3,WMK OOS For Compressor Wash,
9/12/2017 5:00,9/12/2017 16:30,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),0.1,3,WMS OOS For Compressor Wash,
8/21/2017 13:00,8/21/2017 13:00,BW1_GREENWATERS_G2,GW,Approved,Opportunistic Maintenance (Planned),78,1,ODOM,
8/21/2017 12:00,8/21/2017 12:30,BW1_GREENWATERS_G2,GW,Approved,Opportunistic Maintenance (Planned),156,1,ODOM,
8/20/2017 17:30,8/20/2017 17:30,BW1_GREENWATERS_G2,GW,Approved,Forced,52,,Unit failed to start,
8/20/2017 18:00,8/20/2017 18:00,BW1_GREENWATERS_G2,GW,Approved,Forced,156,,Failed to start,
8/17/2017 17:00,8/17/2017 21:30,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,190,0,Operational issues caused real time forced outage.,
8/27/2017 8:00,9/2/2017 20:30,ENRG_KALGOORLIE_GT3,ENRG,Approved,Scheduled (Planned),0.02,8,"Pre accepted with planning engineer , 10 MW TA isolated for 7 days ",
